m,m3,coco,coco_pct,country,place
1,1,1.0,0.206,griekenland,athene
1,1,2.0,0.407,griekenland,athene
1,1,3.0,0.233,griekenland,athene
1,1,4.0,0.051,griekenland,athene
1,1,7.0,0.055,griekenland,athene
1,1,8.0,0.031,griekenland,athene
1,1,9.0,0.007,griekenland,athene
1,1,12.0,0.0,griekenland,athene
1,1,13.0,0.0,griekenland,athene
1,1,14.0,0.005,griekenland,athene
1,1,15.0,0.0,griekenland,athene
1,1,17.0,0.0,griekenland,athene
1,1,18.0,0.001,griekenland,athene
1,1,23.0,0.001,griekenland,athene
1,1,25.0,0.005,griekenland,athene
1,1,26.0,0.0,griekenland,athene
1,1,27.0,0.0,griekenland,athene
1,2,1.0,0.135,griekenland,athene
1,2,2.0,0.409,griekenland,athene
1,2,3.0,0.273,griekenland,athene
1,2,4.0,0.081,griekenland,athene
1,2,7.0,0.066,griekenland,athene
1,2,8.0,0.021,griekenland,athene
1,2,9.0,0.011,griekenland,athene
1,2,12.0,0.0,griekenland,athene
1,2,13.0,0.0,griekenland,athene
1,2,14.0,0.0,griekenland,athene
1,2,15.0,0.0,griekenland,athene
1,2,17.0,0.0,griekenland,athene
1,2,18.0,0.002,griekenland,athene
1,2,23.0,0.0,griekenland,athene
1,2,25.0,0.002,griekenland,athene
1,2,26.0,0.0,griekenland,athene
1,2,27.0,0.0,griekenland,athene
1,3,1.0,0.129,griekenland,athene
1,3,2.0,0.415,griekenland,athene
1,3,3.0,0.307,griekenland,athene
1,3,4.0,0.062,griekenland,athene
1,3,7.0,0.047,griekenland,athene
1,3,8.0,0.019,griekenland,athene
1,3,9.0,0.008,griekenland,athene
1,3,12.0,0.0,griekenland,athene
1,3,13.0,0.001,griekenland,athene
1,3,14.0,0.007,griekenland,athene
1,3,15.0,0.001,griekenland,athene
1,3,17.0,0.0,griekenland,athene
1,3,18.0,0.0,griekenland,athene
1,3,23.0,0.0,griekenland,athene
1,3,25.0,0.005,griekenland,athene
1,3,26.0,0.0,griekenland,athene
1,3,27.0,0.0,griekenland,athene
2,1,1.0,0.195,griekenland,athene
2,1,2.0,0.437,griekenland,athene
2,1,3.0,0.221,griekenland,athene
2,1,4.0,0.062,griekenland,athene
2,1,7.0,0.054,griekenland,athene
2,1,8.0,0.02,griekenland,athene
2,1,9.0,0.007,griekenland,athene
2,1,12.0,0.001,griekenland,athene
2,1,13.0,0.001,griekenland,athene
2,1,14.0,0.002,griekenland,athene
2,1,15.0,0.0,griekenland,athene
2,1,17.0,0.0,griekenland,athene
2,1,18.0,0.0,griekenland,athene
2,1,23.0,0.001,griekenland,athene
2,1,25.0,0.001,griekenland,athene
2,1,26.0,0.0,griekenland,athene
2,1,27.0,0.0,griekenland,athene
2,2,1.0,0.252,griekenland,athene
2,2,2.0,0.35,griekenland,athene
2,2,3.0,0.218,griekenland,athene
2,2,4.0,0.096,griekenland,athene
2,2,7.0,0.055,griekenland,athene
2,2,8.0,0.017,griekenland,athene
2,2,9.0,0.001,griekenland,athene
2,2,12.0,0.0,griekenland,athene
2,2,13.0,0.0,griekenland,athene
2,2,14.0,0.008,griekenland,athene
2,2,15.0,0.002,griekenland,athene
2,2,17.0,0.0,griekenland,athene
2,2,18.0,0.0,griekenland,athene
2,2,23.0,0.0,griekenland,athene
2,2,25.0,0.0,griekenland,athene
2,2,26.0,0.0,griekenland,athene
2,2,27.0,0.0,griekenland,athene
2,3,1.0,0.214,griekenland,athene
2,3,2.0,0.361,griekenland,athene
2,3,3.0,0.265,griekenland,athene
2,3,4.0,0.094,griekenland,athene
2,3,7.0,0.033,griekenland,athene
2,3,8.0,0.031,griekenland,athene
2,3,9.0,0.002,griekenland,athene
2,3,12.0,0.0,griekenland,athene
2,3,13.0,0.0,griekenland,athene
2,3,14.0,0.0,griekenland,athene
2,3,15.0,0.0,griekenland,athene
2,3,17.0,0.0,griekenland,athene
2,3,18.0,0.0,griekenland,athene
2,3,23.0,0.0,griekenland,athene
2,3,25.0,0.001,griekenland,athene
2,3,26.0,0.0,griekenland,athene
2,3,27.0,0.001,griekenland,athene
3,1,1.0,0.136,griekenland,athene
3,1,2.0,0.413,griekenland,athene
3,1,3.0,0.315,griekenland,athene
3,1,4.0,0.083,griekenland,athene
3,1,7.0,0.04,griekenland,athene
3,1,8.0,0.004,griekenland,athene
3,1,9.0,0.006,griekenland,athene
3,1,12.0,0.0,griekenland,athene
3,1,13.0,0.0,griekenland,athene
3,1,14.0,0.0,griekenland,athene
3,1,15.0,0.0,griekenland,athene
3,1,17.0,0.0,griekenland,athene
3,1,18.0,0.0,griekenland,athene
3,1,23.0,0.0,griekenland,athene
3,1,25.0,0.003,griekenland,athene
3,1,26.0,0.0,griekenland,athene
3,1,27.0,0.0,griekenland,athene
3,2,1.0,0.192,griekenland,athene
3,2,2.0,0.474,griekenland,athene
3,2,3.0,0.246,griekenland,athene
3,2,4.0,0.052,griekenland,athene
3,2,7.0,0.027,griekenland,athene
3,2,8.0,0.008,griekenland,athene
3,2,9.0,0.0,griekenland,athene
3,2,12.0,0.0,griekenland,athene
3,2,13.0,0.0,griekenland,athene
3,2,14.0,0.0,griekenland,athene
3,2,15.0,0.0,griekenland,athene
3,2,17.0,0.0,griekenland,athene
3,2,18.0,0.001,griekenland,athene
3,2,23.0,0.0,griekenland,athene
3,2,25.0,0.0,griekenland,athene
3,2,26.0,0.0,griekenland,athene
3,2,27.0,0.0,griekenland,athene
3,3,1.0,0.294,griekenland,athene
3,3,2.0,0.371,griekenland,athene
3,3,3.0,0.188,griekenland,athene
3,3,4.0,0.091,griekenland,athene
3,3,7.0,0.044,griekenland,athene
3,3,8.0,0.009,griekenland,athene
3,3,9.0,0.004,griekenland,athene
3,3,12.0,0.0,griekenland,athene
3,3,13.0,0.0,griekenland,athene
3,3,14.0,0.0,griekenland,athene
3,3,15.0,0.0,griekenland,athene
3,3,17.0,0.0,griekenland,athene
3,3,18.0,0.0,griekenland,athene
3,3,23.0,0.0,griekenland,athene
3,3,25.0,0.0,griekenland,athene
3,3,26.0,0.0,griekenland,athene
3,3,27.0,0.0,griekenland,athene
4,1,1.0,0.26,griekenland,athene
4,1,2.0,0.379,griekenland,athene
4,1,3.0,0.203,griekenland,athene
4,1,4.0,0.085,griekenland,athene
4,1,7.0,0.037,griekenland,athene
4,1,8.0,0.011,griekenland,athene
4,1,9.0,0.022,griekenland,athene
4,1,12.0,0.0,griekenland,athene
4,1,13.0,0.0,griekenland,athene
4,1,14.0,0.0,griekenland,athene
4,1,15.0,0.0,griekenland,athene
4,1,17.0,0.0,griekenland,athene
4,1,18.0,0.0,griekenland,athene
4,1,23.0,0.0,griekenland,athene
4,1,25.0,0.003,griekenland,athene
4,1,26.0,0.0,griekenland,athene
4,1,27.0,0.0,griekenland,athene
4,2,1.0,0.261,griekenland,athene
4,2,2.0,0.399,griekenland,athene
4,2,3.0,0.228,griekenland,athene
4,2,4.0,0.064,griekenland,athene
4,2,7.0,0.035,griekenland,athene
4,2,8.0,0.007,griekenland,athene
4,2,9.0,0.001,griekenland,athene
4,2,12.0,0.0,griekenland,athene
4,2,13.0,0.0,griekenland,athene
4,2,14.0,0.0,griekenland,athene
4,2,15.0,0.0,griekenland,athene
4,2,17.0,0.0,griekenland,athene
4,2,18.0,0.002,griekenland,athene
4,2,23.0,0.0,griekenland,athene
4,2,25.0,0.003,griekenland,athene
4,2,26.0,0.0,griekenland,athene
4,2,27.0,0.0,griekenland,athene
4,3,1.0,0.232,griekenland,athene
4,3,2.0,0.468,griekenland,athene
4,3,3.0,0.226,griekenland,athene
4,3,4.0,0.052,griekenland,athene
4,3,7.0,0.014,griekenland,athene
4,3,8.0,0.008,griekenland,athene
4,3,9.0,0.0,griekenland,athene
4,3,12.0,0.0,griekenland,athene
4,3,13.0,0.0,griekenland,athene
4,3,14.0,0.0,griekenland,athene
4,3,15.0,0.0,griekenland,athene
4,3,17.0,0.0,griekenland,athene
4,3,18.0,0.0,griekenland,athene
4,3,23.0,0.0,griekenland,athene
4,3,25.0,0.0,griekenland,athene
4,3,26.0,0.0,griekenland,athene
4,3,27.0,0.0,griekenland,athene
5,1,1.0,0.199,griekenland,athene
5,1,2.0,0.406,griekenland,athene
5,1,3.0,0.265,griekenland,athene
5,1,4.0,0.102,griekenland,athene
5,1,7.0,0.024,griekenland,athene
5,1,8.0,0.003,griekenland,athene
5,1,9.0,0.0,griekenland,athene
5,1,12.0,0.0,griekenland,athene
5,1,13.0,0.0,griekenland,athene
5,1,14.0,0.0,griekenland,athene
5,1,15.0,0.0,griekenland,athene
5,1,17.0,0.001,griekenland,athene
5,1,18.0,0.0,griekenland,athene
5,1,23.0,0.0,griekenland,athene
5,1,25.0,0.0,griekenland,athene
5,1,26.0,0.0,griekenland,athene
5,1,27.0,0.001,griekenland,athene
5,2,1.0,0.245,griekenland,athene
5,2,2.0,0.425,griekenland,athene
5,2,3.0,0.258,griekenland,athene
5,2,4.0,0.066,griekenland,athene
5,2,7.0,0.006,griekenland,athene
5,2,8.0,0.0,griekenland,athene
5,2,9.0,0.0,griekenland,athene
5,2,12.0,0.0,griekenland,athene
5,2,13.0,0.0,griekenland,athene
5,2,14.0,0.0,griekenland,athene
5,2,15.0,0.0,griekenland,athene
5,2,17.0,0.0,griekenland,athene
5,2,18.0,0.0,griekenland,athene
5,2,23.0,0.0,griekenland,athene
5,2,25.0,0.0,griekenland,athene
5,2,26.0,0.0,griekenland,athene
5,2,27.0,0.0,griekenland,athene
5,3,1.0,0.307,griekenland,athene
5,3,2.0,0.485,griekenland,athene
5,3,3.0,0.164,griekenland,athene
5,3,4.0,0.028,griekenland,athene
5,3,7.0,0.01,griekenland,athene
5,3,8.0,0.001,griekenland,athene
5,3,9.0,0.0,griekenland,athene
5,3,12.0,0.0,griekenland,athene
5,3,13.0,0.0,griekenland,athene
5,3,14.0,0.0,griekenland,athene
5,3,15.0,0.0,griekenland,athene
5,3,17.0,0.0,griekenland,athene
5,3,18.0,0.002,griekenland,athene
5,3,23.0,0.0,griekenland,athene
5,3,25.0,0.003,griekenland,athene
5,3,26.0,0.0,griekenland,athene
5,3,27.0,0.0,griekenland,athene
6,1,1.0,0.305,griekenland,athene
6,1,2.0,0.554,griekenland,athene
6,1,3.0,0.129,griekenland,athene
6,1,4.0,0.007,griekenland,athene
6,1,7.0,0.002,griekenland,athene
