m,coco,coco_pct,country,place
5,4.0,0.064,griekenland,athene
5,7.0,0.013,griekenland,athene
5,8.0,0.001,griekenland,athene
5,9.0,0.0,griekenland,athene
5,12.0,0.0,griekenland,athene
5,13.0,0.0,griekenland,athene
5,14.0,0.0,griekenland,athene
5,15.0,0.0,griekenland,athene
5,17.0,0.0,griekenland,athene
5,18.0,0.001,griekenland,athene
5,23.0,0.0,griekenland,athene
5,25.0,0.001,griekenland,athene
5,26.0,0.0,griekenland,athene
5,27.0,0.0,griekenland,athene
6,1.0,0.421,griekenland,athene
6,2.0,0.444,griekenland,athene
6,3.0,0.101,griekenland,athene
6,4.0,0.005,griekenland,athene
6,7.0,0.014,griekenland,athene
6,8.0,0.003,griekenland,athene
6,9.0,0.0,griekenland,athene
6,12.0,0.0,griekenland,athene
6,13.0,0.0,griekenland,athene
6,14.0,0.0,griekenland,athene
6,15.0,0.0,griekenland,athene
6,17.0,0.0,griekenland,athene
6,18.0,0.006,griekenland,athene
6,23.0,0.001,griekenland,athene
6,25.0,0.004,griekenland,athene
6,26.0,0.0,griekenland,athene
6,27.0,0.001,griekenland,athene
7,1.0,0.776,griekenland,athene
7,2.0,0.187,griekenland,athene
7,3.0,0.019,griekenland,athene
7,4.0,0.003,griekenland,athene
7,7.0,0.008,griekenland,athene
7,8.0,0.003,griekenland,athene
7,9.0,0.0,griekenland,athene
7,12.0,0.0,griekenland,athene
7,13.0,0.0,griekenland,athene
7,14.0,0.0,griekenland,athene
7,15.0,0.0,griekenland,athene
7,17.0,0.0,griekenland,athene
7,18.0,0.004,griekenland,athene
7,23.0,0.0,griekenland,athene
7,25.0,0.001,griekenland,athene
7,26.0,0.0,griekenland,athene
7,27.0,0.0,griekenland,athene
8,1.0,0.746,griekenland,athene
8,2.0,0.22,griekenland,athene
8,3.0,0.018,griekenland,athene
8,4.0,0.0,griekenland,athene
8,7.0,0.01,griekenland,athene
8,8.0,0.002,griekenland,athene
8,9.0,0.0,griekenland,athene
8,12.0,0.0,griekenland,athene
8,13.0,0.0,griekenland,athene
8,14.0,0.0,griekenland,athene
8,15.0,0.0,griekenland,athene
8,17.0,0.0,griekenland,athene
8,18.0,0.003,griekenland,athene
8,23.0,0.0,griekenland,athene
8,25.0,0.001,griekenland,athene
8,26.0,0.0,griekenland,athene
8,27.0,0.0,griekenland,athene
9,1.0,0.484,griekenland,athene
9,2.0,0.368,griekenland,athene
9,3.0,0.097,griekenland,athene
9,4.0,0.009,griekenland,athene
9,7.0,0.013,griekenland,athene
9,8.0,0.013,griekenland,athene
9,9.0,0.008,griekenland,athene
9,12.0,0.0,griekenland,athene
9,13.0,0.0,griekenland,athene
9,14.0,0.0,griekenland,athene
9,15.0,0.0,griekenland,athene
9,17.0,0.0,griekenland,athene
9,18.0,0.003,griekenland,athene
9,23.0,0.0,griekenland,athene
9,25.0,0.004,griekenland,athene
9,26.0,0.0,griekenland,athene
9,27.0,0.0,griekenland,athene
10,1.0,0.37,griekenland,athene
10,2.0,0.442,griekenland,athene
10,3.0,0.131,griekenland,athene
10,4.0,0.017,griekenland,athene
10,7.0,0.019,griekenland,athene
10,8.0,0.01,griekenland,athene
10,9.0,0.005,griekenland,athene
10,12.0,0.0,griekenland,athene
10,13.0,0.0,griekenland,athene
10,14.0,0.0,griekenland,athene
10,15.0,0.0,griekenland,athene
10,17.0,0.0,griekenland,athene
10,18.0,0.002,griekenland,athene
10,23.0,0.0,griekenland,athene
10,25.0,0.004,griekenland,athene
10,26.0,0.0,griekenland,athene
10,27.0,0.0,griekenland,athene
11,1.0,0.149,griekenland,athene
11,2.0,0.466,griekenland,athene
11,3.0,0.261,griekenland,athene
11,4.0,0.045,griekenland,athene
11,7.0,0.039,griekenland,athene
11,8.0,0.022,griekenland,athene
11,9.0,0.012,griekenland,athene
11,12.0,0.0,griekenland,athene
11,13.0,0.0,griekenland,athene
11,14.0,0.0,griekenland,athene
11,15.0,0.0,griekenland,athene
11,17.0,0.0,griekenland,athene
11,18.0,0.002,griekenland,athene
11,23.0,0.0,griekenland,athene
11,25.0,0.005,griekenland,athene
11,26.0,0.0,griekenland,athene
11,27.0,0.0,griekenland,athene
12,1.0,0.105,griekenland,athene
12,2.0,0.418,griekenland,athene
12,3.0,0.3,griekenland,athene
12,4.0,0.063,griekenland,athene
12,7.0,0.067,griekenland,athene
12,8.0,0.033,griekenland,athene
12,9.0,0.008,griekenland,athene
12,12.0,0.0,griekenland,athene
12,13.0,0.0,griekenland,athene
12,14.0,0.0,griekenland,athene
12,15.0,0.0,griekenland,athene
12,17.0,0.0,griekenland,athene
12,18.0,0.002,griekenland,athene
12,23.0,0.0,griekenland,athene
12,25.0,0.004,griekenland,athene
12,26.0,0.0,griekenland,athene
12,27.0,0.0,griekenland,athene
1,1.0,0.096,griekenland,chersonissos
1,2.0,0.247,griekenland,chersonissos
1,3.0,0.394,griekenland,chersonissos
1,4.0,0.06,griekenland,chersonissos
1,5.0,0.033,griekenland,chersonissos
1,7.0,0.083,griekenland,chersonissos
1,8.0,0.044,griekenland,chersonissos
1,9.0,0.017,griekenland,chersonissos
1,10.0,0.0,griekenland,chersonissos
1,12.0,0.0,griekenland,chersonissos
1,17.0,0.022,griekenland,chersonissos
1,18.0,0.002,griekenland,chersonissos
1,19.0,0.0,griekenland,chersonissos
1,23.0,0.0,griekenland,chersonissos
1,25.0,0.004,griekenland,chersonissos
1,26.0,0.0,griekenland,chersonissos
2,1.0,0.117,griekenland,chersonissos
2,2.0,0.32,griekenland,chersonissos
2,3.0,0.33,griekenland,chersonissos
2,4.0,0.054,griekenland,chersonissos
2,5.0,0.027,griekenland,chersonissos
2,7.0,0.065,griekenland,chersonissos
2,8.0,0.049,griekenland,chersonissos
2,9.0,0.01,griekenland,chersonissos
2,10.0,0.0,griekenland,chersonissos
2,12.0,0.002,griekenland,chersonissos
2,17.0,0.018,griekenland,chersonissos
2,18.0,0.003,griekenland,chersonissos
2,19.0,0.003,griekenland,chersonissos
2,23.0,0.0,griekenland,chersonissos
2,25.0,0.002,griekenland,chersonissos
2,26.0,0.0,griekenland,chersonissos
3,1.0,0.204,griekenland,chersonissos
3,2.0,0.288,griekenland,chersonissos
3,3.0,0.309,griekenland,chersonissos
3,4.0,0.066,griekenland,chersonissos
3,5.0,0.014,griekenland,chersonissos
3,7.0,0.064,griekenland,chersonissos
3,8.0,0.027,griekenland,chersonissos
3,9.0,0.007,griekenland,chersonissos
3,10.0,0.0,griekenland,chersonissos
3,12.0,0.0,griekenland,chersonissos
3,17.0,0.018,griekenland,chersonissos
3,18.0,0.001,griekenland,chersonissos
3,19.0,0.0,griekenland,chersonissos
3,23.0,0.0,griekenland,chersonissos
3,25.0,0.002,griekenland,chersonissos
3,26.0,0.0,griekenland,chersonissos
4,1.0,0.296,griekenland,chersonissos
4,2.0,0.304,griekenland,chersonissos
4,3.0,0.282,griekenland,chersonissos
4,4.0,0.054,griekenland,chersonissos
4,5.0,0.011,griekenland,chersonissos
4,7.0,0.025,griekenland,chersonissos
4,8.0,0.01,griekenland,chersonissos
4,9.0,0.003,griekenland,chersonissos
4,10.0,0.0,griekenland,chersonissos
4,12.0,0.0,griekenland,chersonissos
4,17.0,0.014,griekenland,chersonissos
4,18.0,0.001,griekenland,chersonissos
4,19.0,0.0,griekenland,chersonissos
4,23.0,0.0,griekenland,chersonissos
4,25.0,0.0,griekenland,chersonissos
4,26.0,0.0,griekenland,chersonissos
5,1.0,0.397,griekenland,chersonissos
5,2.0,0.29,griekenland,chersonissos
5,3.0,0.219,griekenland,chersonissos
5,4.0,0.024,griekenland,chersonissos
5,5.0,0.017,griekenland,chersonissos
5,7.0,0.012,griekenland,chersonissos
5,8.0,0.01,griekenland,chersonissos
5,9.0,0.007,griekenland,chersonissos
5,10.0,0.0,griekenland,chersonissos
5,12.0,0.0,griekenland,chersonissos
5,17.0,0.021,griekenland,chersonissos
5,18.0,0.002,griekenland,chersonissos
5,19.0,0.0,griekenland,chersonissos
5,23.0,0.0,griekenland,chersonissos
5,25.0,0.0,griekenland,chersonissos
5,26.0,0.0,griekenland,chersonissos
6,1.0,0.68,griekenland,chersonissos
6,2.0,0.224,griekenland,chersonissos
6,3.0,0.069,griekenland,chersonissos
6,4.0,0.001,griekenland,chersonissos
6,5.0,0.003,griekenland,chersonissos
6,7.0,0.004,griekenland,chersonissos
6,8.0,0.003,griekenland,chersonissos
6,9.0,0.003,griekenland,chersonissos
6,10.0,0.0,griekenland,chersonissos
6,12.0,0.0,griekenland,chersonissos
6,17.0,0.012,griekenland,chersonissos
6,18.0,0.001,griekenland,chersonissos
6,19.0,0.0,griekenland,chersonissos
6,23.0,0.0,griekenland,chersonissos
6,25.0,0.0,griekenland,chersonissos
6,26.0,0.0,griekenland,chersonissos
7,1.0,0.848,griekenland,chersonissos
7,2.0,0.124,griekenland,chersonissos
7,3.0,0.018,griekenland,chersonissos
7,4.0,0.0,griekenland,chersonissos
7,5.0,0.002,griekenland,chersonissos
7,7.0,0.0,griekenland,chersonissos
7,8.0,0.001,griekenland,chersonissos
7,9.0,0.0,griekenland,chersonissos
7,10.0,0.0,griekenland,chersonissos
7,12.0,0.0,griekenland,chersonissos
7,17.0,0.006,griekenland,chersonissos
7,18.0,0.001,griekenland,chersonissos
7,19.0,0.0,griekenland,chersonissos
7,23.0,0.0,griekenland,chersonissos
7,25.0,0.0,griekenland,chersonissos
7,26.0,0.0,griekenland,chersonissos
8,1.0,0.805,griekenland,chersonissos
8,2.0,0.163,griekenland,chersonissos
8,3.0,0.014,griekenland,chersonissos
8,4.0,0.0,griekenland,chersonissos
8,5.0,0.005,griekenland,chersonissos
8,7.0,0.003,griekenland,chersonissos
8,8.0,0.001,griekenland,chersonissos
8,9.0,0.0,griekenland,chersonissos
8,10.0,0.0,griekenland,chersonissos
8,12.0,0.0,griekenland,chersonissos
8,17.0,0.009,griekenland,chersonissos
8,18.0,0.001,griekenland,chersonissos
8,19.0,0.0,griekenland,chersonissos
8,23.0,0.0,griekenland,chersonissos
8,25.0,0.0,griekenland,chersonissos
8,26.0,0.0,griekenland,chersonissos
9,1.0,0.491,griekenland,chersonissos
9,2.0,0.322,griekenland,chersonissos
9,3.0,0.123,griekenland,chersonissos
9,4.0,0.003,griekenland,chersonissos
9,5.0,0.015,griekenland,chersonissos
9,7.0,0.011,griekenland,chersonissos
9,8.0,0.002,griekenland,chersonissos
9,9.0,0.001,griekenland,chersonissos
9,10.0,0.0,griekenland,chersonissos
9,12.0,0.0,griekenland,chersonissos
9,17.0,0.028,griekenland,chersonissos
9,18.0,0.001,griekenland,chersonissos
9,19.0,0.0,griekenland,chersonissos
9,23.0,0.001,griekenland,chersonissos
9,25.0,0.002,griekenland,chersonissos
9,26.0,0.0,griekenland,chersonissos
10,1.0,0.26,griekenland,chersonissos
10,2.0,0.366,griekenland,chersonissos
10,3.0,0.238,griekenland,chersonissos
10,4.0,0.027,griekenland,chersonissos
10,5.0,0.027,griekenland,chersonissos
10,7.0,0.026,griekenland,chersonissos
10,8.0,0.009,griekenland,chersonissos
10,9.0,0.006,griekenland,chersonissos
10,10.0,0.0,griekenland,chersonissos
10,12.0,0.0,griekenland,chersonissos
10,17.0,0.029,griekenland,chersonissos
10,18.0,0.004,griekenland,chersonissos
10,19.0,0.0,griekenland,chersonissos
10,23.0,0.001,griekenland,chersonissos
10,25.0,0.007,griekenland,chersonissos
10,26.0,0.001,griekenland,chersonissos
11,1.0,0.139,griekenland,chersonissos
11,2.0,0.28,griekenland,chersonissos
11,3.0,0.406,griekenland,chersonissos
11,4.0,0.06,griekenland,chersonissos
11,5.0,0.032,griekenland,chersonissos
11,7.0,0.038,griekenland,chersonissos
11,8.0,0.018,griekenland,chersonissos
11,9.0,0.003,griekenland,chersonissos
11,10.0,0.0,griekenland,chersonissos
11,12.0,0.0,griekenland,chersonissos
11,17.0,0.02,griekenland,chersonissos
11,18.0,0.001,griekenland,chersonissos
11,19.0,0.0,griekenland,chersonissos
11,23.0,0.0,griekenland,chersonissos
11,25.0,0.004,griekenland,chersonissos
11,26.0,0.0,griekenland,chersonissos
12,1.0,0.107,griekenland,chersonissos
12,2.0,0.257,griekenland,chersonissos
12,3.0,0.381,griekenland,chersonissos
12,4.0,0.048,griekenland,chersonissos
12,5.0,0.05,griekenland,chersonissos
12,7.0,0.096,griekenland,chersonissos
12,8.0,0.034,griekenland,chersonissos
12,9.0,0.008,griekenland,chersonissos
12,10.0,0.0,griekenland,chersonissos
12,12.0,0.0,griekenland,chersonissos
12,17.0,0.015,griekenland,chersonissos
12,18.0,0.001,griekenland,chersonissos
12,19.0,0.0,griekenland,chersonissos
12,23.0,0.0,griekenland,chersonissos
12,25.0,0.003,griekenland,chersonissos
12,26.0,0.0,griekenland,chersonissos
1,1.0,0.143,griekenland,chios
1,2.0,0.373,griekenland,chios
1,3.0,0.235,griekenland,chios
1,4.0,0.062,griekenland,chios
1,5.0,0.0,griekenland,chios
1,7.0,0.09,griekenland,chios
1,8.0,0.062,griekenland,chios
1,9.0,0.024,griekenland,chios
1,10.0,0.0,griekenland,chios
1,12.0,0.0,griekenland,chios
1,14.0,0.0,griekenland,chios
1,15.0,0.0,griekenland,chios
1,17.0,0.0,griekenland,chios
1,18.0,0.001,griekenland,chios
1,25.0,0.009,griekenland,chios
1,26.0,0.0,griekenland,chios
1,27.0,0.0,griekenland,chios
2,1.0,0.233,griekenland,chios
2,2.0,0.392,griekenland,chios
2,3.0,0.174,griekenland,chios
2,4.0,0.082,griekenland,chios
2,5.0,0.0,griekenland,chios
2,7.0,0.071,griekenland,chios
2,8.0,0.03,griekenland,chios
2,9.0,0.012,griekenland,chios
2,10.0,0.0,griekenland,chios
2,12.0,0.0,griekenland,chios
2,14.0,0.0,griekenland,chios
2,15.0,0.0,griekenland,chios
2,17.0,0.0,griekenland,chios
2,18.0,0.001,griekenland,chios
2,25.0,0.005,griekenland,chios
2,26.0,0.0,griekenland,chios
2,27.0,0.0,griekenland,chios
3,1.0,0.268,griekenland,chios
3,2.0,0.406,griekenland,chios
3,3.0,0.165,griekenland,chios
3,4.0,0.064,griekenland,chios
3,5.0,0.0,griekenland,chios
3,7.0,0.058,griekenland,chios
3,8.0,0.026,griekenland,chios
3,9.0,0.01,griekenland,chios
3,10.0,0.0,griekenland,chios
3,12.0,0.0,griekenland,chios
3,14.0,0.0,griekenland,chios
3,15.0,0.0,griekenland,chios
3,17.0,0.0,griekenland,chios
3,18.0,0.001,griekenland,chios
3,25.0,0.003,griekenland,chios
3,26.0,0.0,griekenland,chios
3,27.0,0.0,griekenland,chios
4,1.0,0.406,griekenland,chios
4,2.0,0.32,griekenland,chios
4,3.0,0.144,griekenland,chios
4,4.0,0.059,griekenland,chios
4,5.0,0.0,griekenland,chios
4,7.0,0.045,griekenland,chios
4,8.0,0.016,griekenland,chios
4,9.0,0.007,griekenland,chios
4,10.0,0.0,griekenland,chios
4,12.0,0.0,griekenland,chios
4,14.0,0.0,griekenland,chios
4,15.0,0.0,griekenland,chios
4,17.0,0.0,griekenland,chios
4,18.0,0.0,griekenland,chios
4,25.0,0.002,griekenland,chios
4,26.0,0.0,griekenland,chios
4,27.0,0.0,griekenland,chios
5,1.0,0.48,griekenland,chios
5,2.0,0.34,griekenland,chios
5,3.0,0.124,griekenland,chios
5,4.0,0.039,griekenland,chios
5,5.0,0.0,griekenland,chios
5,7.0,0.016,griekenland,chios
5,8.0,0.0,griekenland,chios
5,9.0,0.0,griekenland,chios
5,10.0,0.0,griekenland,chios
5,12.0,0.0,griekenland,chios
5,14.0,0.0,griekenland,chios
5,15.0,0.0,griekenland,chios
5,17.0,0.0,griekenland,chios
5,18.0,0.0,griekenland,chios
5,25.0,0.001,griekenland,chios
5,26.0,0.0,griekenland,chios
5,27.0,0.0,griekenland,chios
6,1.0,0.722,griekenland,chios
6,2.0,0.223,griekenland,chios
6,3.0,0.03,griekenland,chios
6,4.0,0.003,griekenland,chios
6,5.0,0.0,griekenland,chios
6,7.0,0.017,griekenland,chios
6,8.0,0.002,griekenland,chios
6,9.0,0.0,griekenland,chios
6,10.0,0.0,griekenland,chios
6,12.0,0.0,griekenland,chios
6,14.0,0.0,griekenland,chios
6,15.0,0.0,griekenland,chios
6,17.0,0.0,griekenland,chios
6,18.0,0.001,griekenland,chios
6,25.0,0.003,griekenland,chios
6,26.0,0.0,griekenland,chios
6,27.0,0.0,griekenland,chios
7,1.0,0.94,griekenland,chios
7,2.0,0.055,griekenland,chios
7,3.0,0.002,griekenland,chios
7,4.0,0.001,griekenland,chios
7,5.0,0.001,griekenland,chios
7,7.0,0.001,griekenland,chios
7,8.0,0.0,griekenland,chios
7,9.0,0.0,griekenland,chios
7,10.0,0.0,griekenland,chios
7,12.0,0.0,griekenland,chios
7,14.0,0.0,griekenland,chios
7,15.0,0.0,griekenland,chios
7,17.0,0.0,griekenland,chios
7,18.0,0.0,griekenland,chios
7,25.0,0.0,griekenland,chios
7,26.0,0.0,griekenland,chios
7,27.0,0.0,griekenland,chios
8,1.0,0.943,griekenland,chios
8,2.0,0.051,griekenland,chios
8,3.0,0.004,griekenland,chios
8,4.0,0.0,griekenland,chios
8,5.0,0.0,griekenland,chios
8,7.0,0.001,griekenland,chios
8,8.0,0.0,griekenland,chios
8,9.0,0.0,griekenland,chios
8,10.0,0.0,griekenland,chios
8,12.0,0.0,griekenland,chios
8,14.0,0.0,griekenland,chios
8,15.0,0.0,griekenland,chios
8,17.0,0.0,griekenland,chios
8,18.0,0.0,griekenland,chios
8,25.0,0.001,griekenland,chios
8,26.0,0.0,griekenland,chios
8,27.0,0.0,griekenland,chios
9,1.0,0.78,griekenland,chios
9,2.0,0.172,griekenland,chios
9,3.0,0.027,griekenland,chios
9,4.0,0.007,griekenland,chios
9,5.0,0.0,griekenland,chios
9,7.0,0.008,griekenland,chios
9,8.0,0.004,griekenland,chios
9,9.0,0.002,griekenland,chios
9,10.0,0.0,griekenland,chios
9,12.0,0.0,griekenland,chios
9,14.0,0.0,griekenland,chios
9,15.0,0.0,griekenland,chios
9,17.0,0.0,griekenland,chios
9,18.0,0.0,griekenland,chios
9,25.0,0.001,griekenland,chios
9,26.0,0.0,griekenland,chios
9,27.0,0.0,griekenland,chios
10,1.0,0.591,griekenland,chios
10,2.0,0.326,griekenland,chios
10,3.0,0.047,griekenland,chios
10,4.0,0.013,griekenland,chios
10,5.0,0.0,griekenland,chios
10,7.0,0.011,griekenland,chios
10,8.0,0.008,griekenland,chios
10,9.0,0.003,griekenland,chios
10,10.0,0.0,griekenland,chios
10,12.0,0.0,griekenland,chios
10,14.0,0.0,griekenland,chios
10,15.0,0.0,griekenland,chios
10,17.0,0.0,griekenland,chios
10,18.0,0.0,griekenland,chios
10,25.0,0.002,griekenland,chios
10,26.0,0.0,griekenland,chios
10,27.0,0.0,griekenland,chios
11,1.0,0.326,griekenland,chios
11,2.0,0.38,griekenland,chios
11,3.0,0.13,griekenland,chios
11,4.0,0.038,griekenland,chios
11,5.0,0.001,griekenland,chios
11,7.0,0.069,griekenland,chios
11,8.0,0.036,griekenland,chios
11,9.0,0.014,griekenland,chios
11,10.0,0.0,griekenland,chios
11,12.0,0.0,griekenland,chios
11,14.0,0.0,griekenland,chios
11,15.0,0.0,griekenland,chios
11,17.0,0.0,griekenland,chios
11,18.0,0.002,griekenland,chios
11,25.0,0.004,griekenland,chios
11,26.0,0.0,griekenland,chios
11,27.0,0.0,griekenland,chios
12,1.0,0.131,griekenland,chios
12,2.0,0.386,griekenland,chios
12,3.0,0.238,griekenland,chios
12,4.0,0.052,griekenland,chios
12,5.0,0.0,griekenland,chios
12,7.0,0.112,griekenland,chios
12,8.0,0.05,griekenland,chios
12,9.0,0.023,griekenland,chios
12,10.0,0.0,griekenland,chios
12,12.0,0.0,griekenland,chios
12,14.0,0.0,griekenland,chios
12,15.0,0.0,griekenland,chios
12,17.0,0.0,griekenland,chios
12,18.0,0.0,griekenland,chios
12,25.0,0.007,griekenland,chios
12,26.0,0.0,griekenland,chios
12,27.0,0.0,griekenland,chios
1,1.0,0.21,griekenland,corfu
1,2.0,0.256,griekenland,corfu
1,3.0,0.221,griekenland,corfu
1,4.0,0.115,griekenland,corfu
1,5.0,0.006,griekenland,corfu
1,7.0,0.106,griekenland,corfu
1,8.0,0.041,griekenland,corfu
1,9.0,0.021,griekenland,corfu
1,12.0,0.0,griekenland,corfu
1,13.0,0.0,griekenland,corfu
1,17.0,0.0,griekenland,corfu
1,18.0,0.002,griekenland,corfu
1,19.0,0.0,griekenland,corfu
1,23.0,0.001,griekenland,corfu
1,25.0,0.021,griekenland,corfu
1,26.0,0.0,griekenland,corfu
1,27.0,0.0,griekenland,corfu
2,1.0,0.255,griekenland,corfu
2,2.0,0.307,griekenland,corfu
2,3.0,0.227,griekenland,corfu
2,4.0,0.103,griekenland,corfu
2,5.0,0.008,griekenland,corfu
2,7.0,0.065,griekenland,corfu
2,8.0,0.015,griekenland,corfu
2,9.0,0.006,griekenland,corfu
2,12.0,0.0,griekenland,corfu
2,13.0,0.0,griekenland,corfu
2,17.0,0.0,griekenland,corfu
2,18.0,0.0,griekenland,corfu
2,19.0,0.0,griekenland,corfu
2,23.0,0.001,griekenland,corfu
2,25.0,0.013,griekenland,corfu
2,26.0,0.0,griekenland,corfu
2,27.0,0.0,griekenland,corfu
3,1.0,0.199,griekenland,corfu
3,2.0,0.349,griekenland,corfu
3,3.0,0.232,griekenland,corfu
3,4.0,0.114,griekenland,corfu
3,5.0,0.002,griekenland,corfu
3,7.0,0.069,griekenland,corfu
3,8.0,0.017,griekenland,corfu
3,9.0,0.003,griekenland,corfu
3,12.0,0.0,griekenland,corfu
3,13.0,0.0,griekenland,corfu
3,17.0,0.0,griekenland,corfu
3,18.0,0.0,griekenland,corfu
3,19.0,0.0,griekenland,corfu
3,23.0,0.001,griekenland,corfu
3,25.0,0.015,griekenland,corfu
3,26.0,0.0,griekenland,corfu
3,27.0,0.0,griekenland,corfu
4,1.0,0.227,griekenland,corfu
4,2.0,0.31,griekenland,corfu
4,3.0,0.23,griekenland,corfu
4,4.0,0.141,griekenland,corfu
4,5.0,0.002,griekenland,corfu
4,7.0,0.063,griekenland,corfu
4,8.0,0.013,griekenland,corfu
4,9.0,0.001,griekenland,corfu
4,12.0,0.0,griekenland,corfu
4,13.0,0.0,griekenland,corfu
4,17.0,0.0,griekenland,corfu
4,18.0,0.0,griekenland,corfu
4,19.0,0.0,griekenland,corfu
4,23.0,0.001,griekenland,corfu
4,25.0,0.01,griekenland,corfu
4,26.0,0.0,griekenland,corfu
4,27.0,0.0,griekenland,corfu
5,1.0,0.177,griekenland,corfu
5,2.0,0.393,griekenland,corfu
5,3.0,0.261,griekenland,corfu
5,4.0,0.107,griekenland,corfu
5,5.0,0.0,griekenland,corfu
5,7.0,0.04,griekenland,corfu
5,8.0,0.007,griekenland,corfu
5,9.0,0.0,griekenland,corfu
5,12.0,0.0,griekenland,corfu
5,13.0,0.0,griekenland,corfu
5,17.0,0.0,griekenland,corfu
5,18.0,0.002,griekenland,corfu
5,19.0,0.0,griekenland,corfu
5,23.0,0.002,griekenland,corfu
5,25.0,0.011,griekenland,corfu
5,26.0,0.0,griekenland,corfu
5,27.0,0.0,griekenland,corfu
6,1.0,0.407,griekenland,corfu
6,2.0,0.387,griekenland,corfu
6,3.0,0.152,griekenland,corfu
6,4.0,0.026,griekenland,corfu
6,5.0,0.0,griekenland,corfu
6,7.0,0.015,griekenland,corfu
6,8.0,0.006,griekenland,corfu
6,9.0,0.0,griekenland,corfu
6,12.0,0.0,griekenland,corfu
6,13.0,0.0,griekenland,corfu
6,17.0,0.0,griekenland,corfu
6,18.0,0.001,griekenland,corfu
6,19.0,0.0,griekenland,corfu
6,23.0,0.003,griekenland,corfu
6,25.0,0.002,griekenland,corfu
6,26.0,0.0,griekenland,corfu
6,27.0,0.0,griekenland,corfu
7,1.0,0.701,griekenland,corfu
7,2.0,0.237,griekenland,corfu
7,3.0,0.048,griekenland,corfu
7,4.0,0.006,griekenland,corfu
7,5.0,0.0,griekenland,corfu
7,7.0,0.003,griekenland,corfu
7,8.0,0.001,griekenland,corfu
7,9.0,0.0,griekenland,corfu
7,12.0,0.0,griekenland,corfu
7,13.0,0.0,griekenland,corfu
7,17.0,0.0,griekenland,corfu
7,18.0,0.001,griekenland,corfu
7,19.0,0.0,griekenland,corfu
7,23.0,0.0,griekenland,corfu
7,25.0,0.004,griekenland,corfu
7,26.0,0.0,griekenland,corfu
7,27.0,0.0,griekenland,corfu
8,1.0,0.504,griekenland,corfu
8,2.0,0.386,griekenland,corfu
8,3.0,0.079,griekenland,corfu
8,4.0,0.007,griekenland,corfu
8,5.0,0.0,griekenland,corfu
8,7.0,0.003,griekenland,corfu
8,8.0,0.002,griekenland,corfu
8,9.0,0.0,griekenland,corfu
8,12.0,0.0,griekenland,corfu
8,13.0,0.0,griekenland,corfu
8,17.0,0.001,griekenland,corfu
8,18.0,0.007,griekenland,corfu
8,19.0,0.0,griekenland,corfu
8,23.0,0.002,griekenland,corfu
8,25.0,0.008,griekenland,corfu
8,26.0,0.0,griekenland,corfu
8,27.0,0.001,griekenland,corfu
