m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,5.9,10.6,15.2,9.3,7.0,0.7,21.0
1,2,5.8,10.2,14.6,11.8,6.0,0.6,31.0
1,3,7.5,11.6,15.5,11.5,3.0,0.3,0.0
2,1,7.3,11.6,16.6,9.9,3.0,0.33,15.0
2,2,8.9,12.6,17.7,10.1,5.0,0.54,9.0
2,3,8.0,12.3,17.1,10.8,7.0,0.74,10.0
3,1,8.1,11.9,15.9,12.4,9.0,0.87,57.0
3,2,8.5,12.8,17.6,10.7,5.0,0.5,9.0
3,3,9.0,13.5,18.3,11.2,6.0,0.55,52.0
4,1,9.9,13.5,17.9,12.5,5.0,0.45,18.0
4,2,10.9,15.0,19.3,10.0,2.0,0.2,2.0
4,3,10.9,14.7,18.8,10.7,4.0,0.4,20.0
5,1,12.1,16.1,20.5,11.6,5.0,0.5,16.0
5,2,12.4,16.3,20.6,12.6,4.0,0.35,7.0
5,3,13.2,17.6,22.1,11.7,5.0,0.44,4.0
6,1,14.6,17.5,21.1,11.6,5.0,0.5,17.0
6,2,14.9,18.1,22.0,12.3,6.0,0.6,4.0
6,3,15.4,18.4,21.7,13.3,4.0,0.43,2.0
7,1,15.7,19.1,23.6,11.4,1.0,0.13,0.0
7,2,16.4,20.0,24.9,12.7,2.0,0.17,0.0
7,3,16.5,19.7,23.7,12.9,1.0,0.09,0.0
8,1,16.9,19.9,24.4,12.3,1.0,0.07,0.0
8,2,16.4,20.0,23.9,12.6,1.0,0.1,0.0
8,3,15.8,19.2,24.5,11.2,1.0,0.12,0.0
9,1,15.9,19.7,25.9,10.4,5.0,0.52,13.0
9,2,15.7,19.5,24.7,9.7,5.0,0.5,4.0
9,3,14.3,18.3,22.8,10.8,3.0,0.26,0.0
10,1,13.9,18.0,23.7,9.8,4.0,0.4,2.0
10,2,14.4,17.8,22.0,11.7,7.0,0.73,56.0
10,3,12.5,16.4,20.5,10.7,10.0,0.88,42.0
11,1,10.6,14.0,17.9,11.0,7.0,0.67,29.0
11,2,10.9,14.4,18.6,9.5,6.0,0.57,3.0
11,3,9.4,13.0,16.7,10.8,5.0,0.47,26.0
12,1,8.2,11.6,15.8,10.0,6.0,0.62,30.0
12,2,10.2,13.0,16.2,11.1,6.0,0.58,39.0
12,3,8.5,11.9,16.1,10.9,4.0,0.36,10.0
