m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,0.5,3.9,8.0,5.2,11.0,0.37,6.0
2,2.6,7.6,12.1,6.3,9.0,0.3,5.0
3,4.7,10.3,15.1,6.7,8.0,0.26,3.0
4,8.5,14.1,19.2,8.0,12.0,0.4,6.0
5,13.6,18.1,22.2,7.7,18.0,0.58,29.0
6,18.5,23.4,28.5,7.3,10.0,0.33,9.0
7,20.6,25.9,31.0,6.9,10.0,0.32,9.0
8,20.5,25.5,30.5,6.1,8.0,0.27,4.0
9,16.6,21.9,26.3,5.6,10.0,0.32,7.0
10,11.9,15.1,19.6,4.9,12.0,0.39,12.0
11,5.4,9.3,12.5,4.4,10.0,0.33,9.0
12,2.4,4.7,8.3,4.8,8.0,0.25,10.0
