m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,4.9,6.1,7.6,28.6,8.0,0.8,30.0
1,2,3.9,5.4,6.5,26.0,6.0,0.57,16.0
1,3,3.6,4.8,6.4,25.9,8.0,0.69,17.0
2,1,3.9,5.6,7.2,27.8,7.0,0.67,23.0
2,2,4.8,7.0,8.8,25.9,6.0,0.59,24.0
2,3,5.4,7.7,10.2,26.5,5.0,0.58,17.0
3,1,3.7,6.4,8.5,22.0,5.0,0.49,16.0
3,2,5.5,7.3,9.4,26.7,8.0,0.78,16.0
3,3,4.9,7.6,9.9,22.8,6.0,0.52,15.0
4,1,5.5,8.6,11.5,24.4,6.0,0.55,23.0
4,2,6.3,9.4,13.0,23.3,4.0,0.38,4.0
4,3,7.1,9.6,12.4,20.8,4.0,0.41,13.0
5,1,7.5,10.8,14.0,17.3,5.0,0.5,13.0
5,2,9.6,12.7,15.5,18.5,4.0,0.4,10.0
5,3,11.2,13.7,17.2,21.1,5.0,0.48,24.0
6,1,12.1,14.6,17.9,20.4,4.0,0.45,21.0
6,2,13.5,15.8,18.7,18.6,5.0,0.5,16.0
6,3,14.7,17.7,20.9,18.9,3.0,0.33,9.0
7,1,14.6,16.5,18.3,21.1,6.0,0.63,15.0
7,2,14.7,17.5,20.0,18.0,5.0,0.48,10.0
7,3,16.2,19.2,22.4,18.4,5.0,0.45,20.0
8,1,16.2,18.5,20.7,20.1,5.0,0.47,25.0
8,2,17.0,19.7,21.6,18.8,5.0,0.49,15.0
8,3,15.2,18.4,21.0,19.1,6.0,0.56,13.0
9,1,15.4,17.8,20.8,15.7,5.0,0.48,23.0
9,2,13.4,16.2,19.0,20.0,4.0,0.45,21.0
9,3,12.0,15.1,17.3,21.9,7.0,0.72,45.0
10,1,11.5,13.7,16.0,24.6,6.0,0.63,29.0
10,2,11.1,13.2,15.3,21.9,7.0,0.7,24.0
10,3,10.1,12.7,14.3,22.6,8.0,0.72,30.0
11,1,8.1,10.3,12.0,25.9,7.0,0.66,43.0
11,2,7.5,9.4,10.9,22.7,6.0,0.64,33.0
11,3,5.0,7.0,9.1,25.3,7.0,0.67,32.0
12,1,3.9,5.3,7.4,25.2,8.0,0.82,30.0
12,2,4.9,6.4,8.0,22.9,6.0,0.62,20.0
12,3,5.6,7.7,8.8,27.9,8.0,0.74,36.0
