m,m3,d,tmin_avg,tavg_avg,tmax_avg,prcp_avg,wspd_avg,rain_pct
1,1,1,8.1,10.8,14.1,2.1,13.2,0.71
1,1,2,7.2,11.0,14.3,4.2,12.8,0.57
1,1,3,8.2,12.0,15.5,2.6,14.9,0.57
1,1,4,9.3,12.1,15.6,2.1,16.6,0.57
1,1,5,7.2,11.3,15.8,0.4,11.0,0.29
1,1,6,7.1,10.2,14.5,0.0,14.8,0.14
1,1,7,6.9,10.6,13.6,1.7,19.0,0.43
1,1,8,7.9,10.8,13.5,0.3,18.9,0.29
1,1,9,8.1,10.6,13.9,1.8,13.7,0.71
1,1,10,9.0,11.8,14.9,3.0,19.7,0.57
1,2,11,10.1,11.8,14.5,1.5,18.2,0.43
1,2,12,8.0,11.6,15.2,1.9,16.2,0.71
1,2,13,6.7,9.9,11.7,2.6,16.7,0.86
1,2,14,6.5,9.7,13.4,1.8,12.9,0.57
1,2,15,5.8,9.0,13.4,2.9,14.3,0.86
1,2,16,8.0,10.7,13.0,1.3,19.9,0.71
1,2,17,6.0,9.4,13.6,0.2,16.3,0.43
1,2,18,8.2,10.6,13.1,2.4,21.5,0.57
1,2,19,7.5,9.2,11.8,2.3,22.3,0.43
1,2,20,6.4,9.1,13.1,0.2,15.2,0.29
1,3,21,7.6,10.2,13.4,5.7,17.3,0.71
1,3,22,6.7,9.6,13.2,4.8,18.2,0.43
1,3,23,6.7,9.7,12.8,0.7,16.5,0.29
1,3,24,7.4,10.6,13.5,1.7,13.6,0.57
1,3,25,7.8,10.8,14.0,0.6,16.2,0.29
1,3,26,6.9,11.3,14.9,3.2,20.8,0.71
1,3,27,6.4,10.0,13.3,5.1,14.0,0.57
1,3,28,5.1,9.1,13.0,0.2,10.7,0.43
1,3,29,5.6,10.4,14.8,1.9,18.6,0.43
1,3,30,7.2,9.7,13.3,2.8,16.4,0.86
1,3,31,6.0,9.4,13.4,1.7,15.0,0.71
2,1,1,6.9,9.9,13.3,4.1,16.9,0.57
2,1,2,5.8,10.0,15.1,0.2,16.9,0.29
2,1,3,7.5,10.9,14.9,2.9,13.9,0.57
2,1,4,6.1,10.9,16.1,3.0,14.5,0.57
2,1,5,6.4,10.4,14.5,2.1,18.0,0.29
2,1,6,6.6,9.8,13.6,5.2,18.5,0.43
2,1,7,7.1,9.2,12.1,6.2,24.0,0.57
2,1,8,6.2,9.5,12.3,5.5,25.8,0.86
2,1,9,6.4,9.0,12.0,3.6,21.2,0.57
2,1,10,6.8,9.4,13.2,0.2,22.2,0.43
2,2,11,7.2,10.0,12.7,0.6,19.7,0.43
2,2,12,8.1,10.3,13.6,0.1,16.4,0.43
2,2,13,7.1,9.3,13.3,0.9,9.5,0.43
2,2,14,7.6,9.9,12.8,2.5,17.2,0.71
2,2,15,7.0,8.9,11.8,10.2,21.1,0.71
2,2,16,5.2,8.7,12.8,8.3,24.9,0.71
2,2,17,4.9,9.2,12.4,6.7,17.8,0.71
2,2,18,5.2,9.8,13.5,2.9,11.2,0.57
2,2,19,5.7,10.1,14.2,0.1,12.5,0.29
2,2,20,6.3,9.6,15.3,0.6,10.7,0.29
2,3,21,6.7,10.1,12.9,2.2,20.9,0.43
2,3,22,6.8,10.6,13.9,0.3,18.6,0.57
2,3,23,7.3,10.4,14.0,0.5,16.9,0.57
2,3,24,6.4,10.0,13.6,0.9,14.0,0.29
2,3,25,7.0,10.1,14.4,3.4,17.5,0.57
2,3,26,7.4,11.0,16.6,3.0,18.1,0.43
2,3,27,8.9,12.7,16.6,1.1,17.8,0.57
2,3,28,8.1,11.5,15.2,0.4,16.8,0.57
2,3,29,10.2,13.4,16.1,0.3,22.8,0.5
3,1,1,7.7,11.1,14.6,1.1,13.8,0.43
3,1,2,7.3,10.6,14.3,2.1,12.7,0.57
3,1,3,8.0,10.9,13.7,2.1,17.6,0.71
3,1,4,7.4,10.3,14.9,0.5,20.0,0.43
3,1,5,7.7,11.4,15.7,0.6,14.9,0.43
3,1,6,7.4,11.6,16.2,0.3,12.7,0.43
3,1,7,7.4,11.9,15.9,0.5,13.6,0.43
3,1,8,7.1,11.7,16.8,0.1,10.9,0.29
3,1,9,7.3,11.3,16.8,0.2,8.8,0.29
3,1,10,7.4,11.7,17.4,6.0,11.9,0.43
3,2,11,9.3,12.0,17.7,5.0,19.4,0.29
3,2,12,8.4,12.0,15.5,1.1,18.7,0.43
3,2,13,6.4,10.8,14.0,1.8,19.5,0.8
3,2,14,8.6,11.3,15.0,1.9,12.1,0.83
3,2,15,7.9,12.1,17.1,0.2,16.0,0.57
3,2,16,6.6,11.3,15.3,1.3,15.2,0.57
3,2,17,7.5,11.6,15.8,1.6,23.1,0.71
3,2,18,8.2,11.0,14.2,1.3,21.3,0.29
3,2,19,8.6,11.5,14.4,0.6,20.9,0.43
3,2,20,9.2,12.7,16.0,0.6,19.2,0.43
3,3,21,7.7,12.6,17.0,0.1,18.0,0.29
3,3,22,9.3,12.9,19.1,0.6,17.2,0.57
3,3,23,9.3,12.3,16.0,3.4,14.0,0.43
3,3,24,7.3,10.5,13.3,3.0,16.2,0.57
3,3,25,8.1,12.4,17.6,0.0,17.7,0.14
3,3,26,7.5,13.2,19.2,0.0,13.2,0.14
3,3,27,7.6,13.2,18.7,0.0,12.2,0.14
3,3,28,9.4,12.9,16.8,0.3,13.0,0.43
3,3,29,8.5,12.1,16.1,1.4,22.1,0.43
3,3,30,8.8,12.4,15.6,0.7,14.4,0.29
3,3,31,9.0,13.3,16.1,2.1,16.7,0.29
4,1,1,12.0,16.6,21.3,2.6,21.2,0.29
4,1,2,10.7,15.6,19.9,0.0,15.0,0.14
4,1,3,10.2,15.5,19.6,0.9,13.0,0.29
4,1,4,9.9,14.8,19.8,0.0,16.7,0.14
4,1,5,12.0,16.4,19.2,0.0,15.5,0.14
4,1,6,10.8,15.3,18.4,0.3,16.0,0.29
4,1,7,10.4,14.9,19.1,1.0,13.3,0.71
4,1,8,10.5,14.0,16.6,2.9,18.5,0.71
4,1,9,9.2,13.2,16.9,1.4,20.1,0.57
4,1,10,9.1,13.1,17.6,0.0,18.4,0.14
4,2,11,9.5,12.6,16.9,0.1,15.3,0.29
4,2,12,9.0,14.9,19.6,0.0,12.9,0.0
4,2,13,10.4,15.0,20.0,0.0,10.7,0.0
4,2,14,11.7,16.1,20.3,0.0,17.2,0.0
4,2,15,11.5,16.5,20.8,0.0,14.3,0.0
4,2,16,12.2,16.5,20.0,1.0,13.1,0.29
4,2,17,12.7,17.0,22.5,0.1,15.9,0.43
4,2,18,11.0,15.6,20.0,0.0,11.5,0.14
4,2,19,10.2,14.2,18.5,0.2,12.8,0.43
4,2,20,10.3,14.6,18.8,0.0,14.0,0.14
4,3,21,9.8,14.8,18.5,0.0,17.0,0.14
4,3,22,10.8,15.8,19.8,0.0,13.4,0.14
