m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,23.9,27.1,30.6,7.3,10.0,0.98,95.0
1,2,24.0,27.1,31.3,8.5,9.0,0.92,93.0
1,3,24.0,26.9,31.1,10.0,11.0,0.98,88.0
2,1,23.9,27.1,31.1,8.4,10.0,0.98,82.0
2,2,23.8,27.0,31.5,7.3,10.0,1.0,81.0
2,3,24.0,27.3,31.6,7.1,9.0,1.0,95.0
3,1,23.9,27.1,31.5,6.5,10.0,1.0,111.0
3,2,23.8,27.1,32.0,5.7,10.0,0.98,65.0
3,3,24.0,27.4,32.3,5.7,11.0,0.98,90.0
4,1,24.0,27.2,31.6,5.1,9.0,0.93,58.0
4,2,24.0,27.4,32.1,5.5,10.0,1.0,37.0
4,3,23.5,27.5,32.1,6.3,9.0,0.9,29.0
5,1,23.5,27.4,32.0,7.7,9.0,0.88,19.0
5,2,22.8,27.1,31.5,9.5,7.0,0.65,5.0
5,3,23.2,26.9,31.7,7.0,9.0,0.77,12.0
6,1,23.0,26.6,31.5,8.2,9.0,0.88,20.0
6,2,22.3,26.2,31.0,8.5,7.0,0.68,12.0
6,3,21.8,26.0,30.6,10.1,6.0,0.63,10.0
7,1,21.5,25.8,30.1,10.9,8.0,0.78,17.0
7,2,21.0,25.2,29.6,11.6,5.0,0.45,3.0
7,3,21.0,25.3,29.8,10.2,6.0,0.52,6.0
8,1,21.1,25.5,30.0,9.9,6.0,0.63,5.0
8,2,21.9,25.8,30.2,10.7,5.0,0.5,6.0
8,3,21.5,25.8,30.5,11.9,6.0,0.56,4.0
9,1,22.3,26.3,30.6,11.6,7.0,0.72,10.0
9,2,22.3,26.4,31.4,11.0,7.0,0.65,7.0
9,3,23.0,27.1,32.1,11.3,6.0,0.55,13.0
10,1,23.5,27.3,32.1,11.2,8.0,0.78,14.0
10,2,23.5,27.6,32.5,10.3,6.0,0.6,21.0
10,3,23.7,27.7,32.7,8.4,9.0,0.8,24.0
11,1,24.2,28.0,32.5,7.6,9.0,0.9,60.0
11,2,24.5,27.9,32.9,7.0,10.0,1.0,69.0
11,3,24.5,27.4,31.9,6.0,10.0,1.0,110.0
12,1,24.5,27.4,31.7,6.5,10.0,1.0,92.0
12,2,24.5,27.4,31.7,6.7,9.0,0.88,69.0
12,3,24.3,27.2,31.4,7.5,10.0,0.91,90.0
