m,m3,coco,coco_pct,country,place
1,1,1.0,0.438,portugal,albufeira
1,1,2.0,0.275,portugal,albufeira
1,1,3.0,0.178,portugal,albufeira
1,1,4.0,0.046,portugal,albufeira
1,1,5.0,0.017,portugal,albufeira
1,1,7.0,0.03,portugal,albufeira
1,1,8.0,0.007,portugal,albufeira
1,1,9.0,0.0,portugal,albufeira
1,1,17.0,0.002,portugal,albufeira
1,1,18.0,0.008,portugal,albufeira
1,1,19.0,0.0,portugal,albufeira
1,1,23.0,0.0,portugal,albufeira
1,1,25.0,0.0,portugal,albufeira
1,1,26.0,0.0,portugal,albufeira
1,2,1.0,0.439,portugal,albufeira
1,2,2.0,0.324,portugal,albufeira
1,2,3.0,0.146,portugal,albufeira
1,2,4.0,0.028,portugal,albufeira
1,2,5.0,0.004,portugal,albufeira
1,2,7.0,0.027,portugal,albufeira
1,2,8.0,0.01,portugal,albufeira
1,2,9.0,0.009,portugal,albufeira
1,2,17.0,0.004,portugal,albufeira
1,2,18.0,0.01,portugal,albufeira
1,2,19.0,0.0,portugal,albufeira
1,2,23.0,0.0,portugal,albufeira
1,2,25.0,0.001,portugal,albufeira
1,2,26.0,0.0,portugal,albufeira
1,3,1.0,0.329,portugal,albufeira
1,3,2.0,0.309,portugal,albufeira
1,3,3.0,0.224,portugal,albufeira
1,3,4.0,0.054,portugal,albufeira
1,3,5.0,0.016,portugal,albufeira
1,3,7.0,0.038,portugal,albufeira
1,3,8.0,0.009,portugal,albufeira
1,3,9.0,0.002,portugal,albufeira
1,3,17.0,0.006,portugal,albufeira
1,3,18.0,0.012,portugal,albufeira
1,3,19.0,0.0,portugal,albufeira
1,3,23.0,0.0,portugal,albufeira
1,3,25.0,0.0,portugal,albufeira
1,3,26.0,0.001,portugal,albufeira
2,1,1.0,0.435,portugal,albufeira
2,1,2.0,0.268,portugal,albufeira
2,1,3.0,0.192,portugal,albufeira
2,1,4.0,0.034,portugal,albufeira
2,1,5.0,0.001,portugal,albufeira
2,1,7.0,0.033,portugal,albufeira
2,1,8.0,0.018,portugal,albufeira
2,1,9.0,0.008,portugal,albufeira
2,1,17.0,0.006,portugal,albufeira
2,1,18.0,0.005,portugal,albufeira
