m,coco,coco_pct,country,place
1,1.0,0.397,portugal,albufeira
1,2.0,0.306,portugal,albufeira
1,3.0,0.184,portugal,albufeira
1,4.0,0.043,portugal,albufeira
1,5.0,0.013,portugal,albufeira
1,7.0,0.031,portugal,albufeira
1,8.0,0.009,portugal,albufeira
1,9.0,0.004,portugal,albufeira
1,17.0,0.004,portugal,albufeira
1,18.0,0.01,portugal,albufeira
1,19.0,0.0,portugal,albufeira
1,23.0,0.0,portugal,albufeira
1,25.0,0.0,portugal,albufeira
1,26.0,0.0,portugal,albufeira
1,27.0,0.0,portugal,albufeira
2,1.0,0.38,portugal,albufeira
2,2.0,0.344,portugal,albufeira
2,3.0,0.188,portugal,albufeira
2,4.0,0.03,portugal,albufeira
2,5.0,0.002,portugal,albufeira
2,7.0,0.033,portugal,albufeira
2,8.0,0.013,portugal,albufeira
2,9.0,0.003,portugal,albufeira
2,17.0,0.003,portugal,albufeira
2,18.0,0.004,portugal,albufeira
2,19.0,0.0,portugal,albufeira
2,23.0,0.0,portugal,albufeira
2,25.0,0.001,portugal,albufeira
2,26.0,0.0,portugal,albufeira
2,27.0,0.0,portugal,albufeira
3,1.0,0.303,portugal,albufeira
3,2.0,0.383,portugal,albufeira
3,3.0,0.167,portugal,albufeira
3,4.0,0.033,portugal,albufeira
3,5.0,0.006,portugal,albufeira
3,7.0,0.051,portugal,albufeira
3,8.0,0.026,portugal,albufeira
3,9.0,0.001,portugal,albufeira
3,17.0,0.008,portugal,albufeira
3,18.0,0.021,portugal,albufeira
3,19.0,0.0,portugal,albufeira
3,23.0,0.0,portugal,albufeira
3,25.0,0.001,portugal,albufeira
3,26.0,0.0,portugal,albufeira
3,27.0,0.0,portugal,albufeira
4,1.0,0.304,portugal,albufeira
4,2.0,0.407,portugal,albufeira
4,3.0,0.19,portugal,albufeira
4,4.0,0.029,portugal,albufeira
4,5.0,0.004,portugal,albufeira
4,7.0,0.032,portugal,albufeira
4,8.0,0.012,portugal,albufeira
4,9.0,0.0,portugal,albufeira
4,17.0,0.007,portugal,albufeira
4,18.0,0.013,portugal,albufeira
4,19.0,0.0,portugal,albufeira
4,23.0,0.0,portugal,albufeira
4,25.0,0.001,portugal,albufeira
4,26.0,0.0,portugal,albufeira
4,27.0,0.0,portugal,albufeira
5,1.0,0.504,portugal,albufeira
5,2.0,0.38,portugal,albufeira
5,3.0,0.09,portugal,albufeira
5,4.0,0.011,portugal,albufeira
5,5.0,0.0,portugal,albufeira
5,7.0,0.008,portugal,albufeira
5,8.0,0.001,portugal,albufeira
5,9.0,0.0,portugal,albufeira
5,17.0,0.002,portugal,albufeira
5,18.0,0.002,portugal,albufeira
5,19.0,0.0,portugal,albufeira
5,23.0,0.0,portugal,albufeira
5,25.0,0.001,portugal,albufeira
5,26.0,0.0,portugal,albufeira
5,27.0,0.0,portugal,albufeira
6,1.0,0.583,portugal,albufeira
6,2.0,0.301,portugal,albufeira
6,3.0,0.089,portugal,albufeira
6,4.0,0.016,portugal,albufeira
6,5.0,0.003,portugal,albufeira
6,7.0,0.006,portugal,albufeira
6,8.0,0.001,portugal,albufeira
6,9.0,0.0,portugal,albufeira
6,17.0,0.001,portugal,albufeira
6,18.0,0.001,portugal,albufeira
6,19.0,0.0,portugal,albufeira
6,23.0,0.0,portugal,albufeira
6,25.0,0.0,portugal,albufeira
6,26.0,0.0,portugal,albufeira
6,27.0,0.0,portugal,albufeira
7,1.0,0.883,portugal,albufeira
7,2.0,0.09,portugal,albufeira
7,3.0,0.018,portugal,albufeira
7,4.0,0.004,portugal,albufeira
7,5.0,0.002,portugal,albufeira
7,7.0,0.0,portugal,albufeira
7,8.0,0.0,portugal,albufeira
7,9.0,0.0,portugal,albufeira
7,17.0,0.0,portugal,albufeira
7,18.0,0.001,portugal,albufeira
7,19.0,0.0,portugal,albufeira
7,23.0,0.0,portugal,albufeira
7,25.0,0.0,portugal,albufeira
7,26.0,0.0,portugal,albufeira
7,27.0,0.0,portugal,albufeira
8,1.0,0.87,portugal,albufeira
8,2.0,0.108,portugal,albufeira
8,3.0,0.014,portugal,albufeira
8,4.0,0.002,portugal,albufeira
8,5.0,0.004,portugal,albufeira
8,7.0,0.0,portugal,albufeira
8,8.0,0.0,portugal,albufeira
8,9.0,0.0,portugal,albufeira
8,17.0,0.0,portugal,albufeira
8,18.0,0.0,portugal,albufeira
