m,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,3.8,5.6,7.3,32.5,18.0,0.57,44.0
2,4.2,6.0,7.6,32.7,13.0,0.44,26.0
3,4.7,6.9,9.0,27.4,12.0,0.4,21.0
4,6.2,8.9,11.4,27.1,11.0,0.37,11.0
5,9.7,12.9,15.8,23.5,9.0,0.31,12.0
6,12.9,15.7,18.7,23.0,7.0,0.24,11.0
7,14.9,17.3,20.1,23.9,9.0,0.3,8.0
8,15.7,18.5,21.2,24.2,8.0,0.26,9.0
9,13.8,16.0,18.9,23.6,9.0,0.29,26.0
10,10.9,12.8,14.8,28.7,15.0,0.48,33.0
11,7.3,9.0,10.3,28.2,17.0,0.58,48.0
12,5.2,6.8,8.1,31.2,20.0,0.65,44.0
