m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,8.4,10.9,13.9,10.7,0.0,,0.0
1,2,7.9,10.6,13.6,12.3,0.0,,0.0
1,3,8.2,10.8,13.6,12.5,0.0,,0.0
2,1,8.6,11.9,15.5,11.1,0.0,,0.0
2,2,7.9,11.2,15.4,8.5,0.0,,0.0
2,3,8.6,12.0,16.3,10.9,0.0,,0.0
3,1,8.7,11.8,14.9,10.5,0.0,,0.0
3,2,9.6,13.0,16.6,12.3,0.0,,0.0
3,3,9.0,12.6,16.5,9.4,0.0,,0.0
4,1,9.5,13.6,17.3,11.2,0.0,,0.0
4,2,10.9,14.5,18.5,11.0,0.0,,0.0
4,3,12.3,16.3,20.6,10.4,0.0,,0.0
5,1,14.1,17.5,21.1,9.8,0.0,,0.0
5,2,15.2,18.9,22.8,10.3,0.0,,0.0
5,3,15.6,20.1,24.4,8.7,0.0,,0.0
6,1,17.7,22.2,25.7,9.2,0.0,,0.0
6,2,19.2,23.7,28.3,9.7,0.0,,0.0
6,3,21.6,26.2,30.8,9.2,0.0,,0.0
7,1,22.2,27.0,31.6,9.6,0.0,,0.0
7,2,22.2,27.1,32.2,9.4,0.0,,0.0
7,3,22.9,27.8,32.9,9.1,0.0,,0.0
8,1,22.1,26.7,31.6,9.5,0.0,,0.0
8,2,22.4,27.1,31.6,9.3,0.0,,0.0
8,3,21.8,26.0,30.2,9.0,0.0,,0.0
9,1,20.3,24.1,28.9,9.7,0.0,,0.0
9,2,19.3,23.0,27.5,9.0,0.0,,0.0
9,3,18.2,21.4,25.6,10.3,0.0,,0.0
10,1,16.0,19.5,23.9,10.7,0.0,,0.0
10,2,15.4,18.5,22.7,10.0,0.0,,0.0
10,3,15.8,18.7,22.4,10.2,0.0,,0.0
11,1,13.4,15.7,19.7,9.2,0.0,,0.0
11,2,12.4,14.7,18.1,9.6,0.0,,0.0
11,3,10.9,13.5,16.4,11.8,0.0,,0.0
12,1,9.9,12.5,15.5,10.9,0.0,,0.0
12,2,8.8,11.8,15.5,10.8,0.0,,0.0
12,3,8.9,11.5,15.8,10.5,0.0,,0.0
